File Name,DOI
events_210.json,10.1001/jama.286.5.563
events_211.json,10.1001/jama.286.7.821
events_212.json,10.1001/jama.286.8.905
events_213.json,10.1001/jama.286.9.1019
events_214.json,10.1001/jama.286.9.1067
events_215.json,10.1001/jama.287.1.92
events_216.json,10.1001/jama.287.10.1308
events_217.json,10.1001/jama.287.14.1840
events_218.json,10.1001/jama.287.17.2262
events_219.json,10.1001/jama.287.19.2559
events_220.json,10.1001/jama.287.2.226
events_221.json,10.1001/jama.287.20.2701
events_222.json,10.1001/jama.287.21.2762
events_223.json,10.1001/jama.287.21.2765
events_224.json,10.1001/jama.287.21.2784
events_225.json,10.1001/jama.287.21.2825
events_226.json,10.1001/jama.287.21.2847
events_227.json,10.1001/jama.287.21.2851
events_228.json,10.1001/jama.287.21.2856
events_229.json,10.1001/jama.287.21.2859
events_230.json,10.1001/jama.287.21.2869
events_231.json,10.1001/jama.287.22.2951
events_232.json,10.1001/jama.287.23.3127
events_233.json,10.1001/jama.287.24.3245
events_234.json,10.1001/jama.287.3.345
events_235.json,10.1001/jama.287.5.598
events_236.json,10.1001/jama.287.7.839
events_237.json,10.1001/jama.287.9.1123
events_238.json,10.1001/jama.287.9.1132
events_239.json,10.1001/jama.287.9.1160
events_240.json,10.1002/(sici)1096-8628(19981002)79:4<274::aid-ajmg8>3.0.co;2-m
events_241.json,10.1002/(sici)1096-8644(199907)109:3<281::aid-ajpa1>3.0.co;2-3
events_242.json,10.1002/(sici)1096-8644(200003)111:3<393::aid-ajpa7>3.0.co;2-u
events_243.json,10.1002/(sici)1096-8644(200005)112:1<129::aid-ajpa11>3.0.co;2-k
events_244.json,10.1002/(sici)1096-9136(199807)15:7<539::aid-dia668>3.0.co;2-s
events_245.json,10.1002/(sici)1096-9837(199908)24:8<687::aid-esp991>3.0.co;2-#
events_246.json,10.1002/(sici)1096-9837(200001)25:1<17::aid-esp33>3.0.co;2-m
events_247.json,10.1002/(sici)1096-9896(199909)189:1<12::aid-path431>3.0.co;2-f
events_248.json,10.1002/(sici)1097-0010(19990515)79:7<1015::aid-jsfa321>3.0.co;2-r
events_249.json,10.1002/(sici)1097-0088(199905)19:6<607::aid-joc383>3.0.co;2-m
events_250.json,10.1002/(sici)1097-0142(19980401)82:7<1279::aid-cncr10>3.0.co;2-3
events_251.json,10.1002/(sici)1097-0142(19980815)83:4<777::aid-cncr22>3.0.co;2-o
events_252.json,10.1002/(sici)1097-0142(19981215)83:12<2638::aid-cncr31>3.0.co;2-1
events_253.json,10.1002/(sici)1097-0142(19990701)86:1<149::aid-cncr21>3.0.co;2-a
events_254.json,10.1002/(sici)1097-0142(19991015)86:8<1571::aid-cncr26>3.0.co;2-c
events_255.json,10.1002/(sici)1097-0142(20000215)88:4<853::aid-cncr16>3.0.co;2-h
events_256.json,10.1002/(sici)1097-0169(1998)39:2<147::aid-cm5>3.0.co;2-3
events_257.json,10.1002/(sici)1097-024x(200003)30:3<259::aid-spe298>3.0.co;2-y
events_258.json,10.1002/(sici)1097-0258(19980228)17:4<447::aid-sim752>3.0.co;2-g
events_259.json,10.1002/(sici)1097-0258(19990315)18:5<497::aid-sim45>3.0.co;2-#
events_260.json,10.1002/(sici)1097-0258(19990815)18:15<1903::aid-sim188>3.0.co;2-f
events_261.json,10.1002/(sici)1097-0258(19991230)18:24<3435::aid-sim365>3.0.co;2-o
events_262.json,10.1002/(sici)1097-0258(20000330)19:6<861::aid-sim407>3.0.co;2-f
events_263.json,10.1002/(sici)1097-4571(1998)49:14<1319::aid-asi9>3.0.co;2-w
events_264.json,10.1002/(sici)1097-461x(2000)77:1<264::aid-qua24>3.0.co;2-j
events_265.json,10.1002/(sici)1097-4660(199802)71:2<95::aid-jctb823>3.0.co;2-j
events_266.json,10.1002/(sici)1097-4679(199910)55:10<1243::aid-jclp6>3.0.co;2-n
events_267.json,10.1002/(sici)1097-4687(200002)243:2<113::aid-jmor1>3.0.co;2-a
events_268.json,10.1002/(sici)1098-108x(199907)26:1<21::aid-eat3>3.0.co;2-7
events_269.json,10.1002/(sici)1098-2280(1999)34:1<52::aid-em8>3.0.co;2-a
events_270.json,10.1002/(sici)1098-2302(199801)32:1<37::aid-dev4>3.0.co;2-u
events_271.json,10.1002/(sici)1098-2337(1999)25:5<331::aid-ab2>3.0.co;2-1
events_272.json,10.1002/(sici)1098-2345(1999)47:4<335::aid-ajp5>3.0.co;2-y
events_273.json,10.1002/(sici)1098-2353(1998)11:5<310::aid-ca3>3.0.co;2-t
events_274.json,10.1002/(sici)1098-2361(1998)17:2<143::aid-zoo9>3.0.co;2-9
events_275.json,10.1002/(sici)1098-2396(199808)29:4<413::aid-syn13>3.0.co;2-r
events_276.json,10.1002/(sici)1098-2396(200002)35:2<79::aid-syn1>3.0.co;2-x
events_277.json,10.1002/(sici)1098-2736(199903)36:3<321::aid-tea6>3.0.co;2-8
events_278.json,10.1002/(sici)1099-0755(199907/08)9:4<377::aid-aqc355>3.0.co;2-w
events_279.json,10.1002/(sici)1099-0771(200004/06)13:2<233::aid-bdm325>3.0.co;2-u
events_280.json,10.1002/(sici)1099-0798(199907/09)17:3<285::aid-bsl347>3.0.co;2-d
events_281.json,10.1002/(sici)1099-0879(199905)6:2<146::aid-cpp195>3.0.co;2-e
events_282.json,10.1002/(sici)1099-095x(199807/08)9:4<359::aid-env306>3.0.co;2-1
events_283.json,10.1002/(sici)1099-0984(199909/10)13:5<389::aid-per361>3.0.co;2-a
events_284.json,10.1002/(sici)1099-0992(199807/08)28:4<509::aid-ejsp877>3.0.co;2-c
events_285.json,10.1002/(sici)1099-0992(1998110)28:6<995::aid-ejsp908>3.0.co;2-8
events_286.json,10.1002/(sici)1099-0992(199903/05)29:2/3<397::aid-ejsp936>3.0.co;2-6
events_287.json,10.1002/(sici)1099-1050(199805)7:3<187::aid-hec349>3.0.co;2-f
events_288.json,10.1002/(sici)1099-1166(200005)15:5<406::aid-gps122>3.0.co;2-f
events_289.json,10.1002/(sici)1099-1255(199905/06)14:3<319::aid-jae533>3.0.co;2-q
events_290.json,10.1002/(sici)1099-1379(199907)20:4<527::aid-job886>3.0.co;2-g
events_291.json,10.1002/(sici)1099-1573(199712)11:8<576::aid-ptr174>3.0.co;2-7
events_292.json,10.1002/(sici)1099-159x(200001/02)8:1<151::aid-pip302>3.0.co;2-q
events_293.json,10.1002/(sici)1099-1751(200001/03)15:1<61::aid-hpm573>3.0.co;2-4
events_294.json,10.1002/(sici)1520-6300(200003/04)12:2<151::aid-ajhb1>3.0.co;2-f
events_295.json,10.1002/(sici)1520-6505(1998)6:3<87::aid-evan3>3.0.co;2-t
events_296.json,10.1002/(sici)1520-6688(199921)18:2<226::aid-pam2>3.0.co;2-j
events_297.json,10.1002/(sici)1521-3765(19980416)4:4<745::aid-chem745>3.0.co;2-4
events_298.json,10.1002/(sici)1521-3773(19980302)37:4<388::aid-anie388>3.0.co;2-v
events_299.json,10.1002/(sici)1521-3978(199811)46:6/8<855::aid-prop855>3.0.co;2-q
events_300.json,10.1002/(sici)1521-4095(200005)12:10<750::aid-adma750>3.0.co;2-6
events_301.json,10.1002/(sici)1522-726x(199902)46:2<173::aid-ccd12>3.0.co;2-4
events_302.json,10.1002/1096-8644(200011)113:3<287::aid-ajpa1>3.0.co;2-8
events_303.json,10.1002/1096-8644(200011)113:3<435::aid-ajpa11>3.0.co;2-o
events_304.json,10.1002/1096-911x(20010101)36:1<205::aid-mpo1050>3.0.co;2-g
events_305.json,10.1002/1096-9861(20001204)428:1<5::aid-cne2>3.0.co;2-m
events_306.json,10.1002/1096-9926(200012)62:6<385::aid-tera5>3.0.co;2-z
events_307.json,10.1002/1097-0037(200009)36:2<80::aid-net2>3.0.co;2-b
events_308.json,10.1002/1097-0142(20010201)91:3<613::aid-cncr1042>3.0.co;2-r
events_309.json,10.1002/1097-0142(20010415)91:8+<1615::aid-cncr1175>3.0.co;2-l
events_310.json,10.1002/1097-0142(20010801)92:3<684::aid-cncr1371>3.0.co;2-#
events_311.json,10.1002/1097-0215(20000701)87:1<145::aid-ijc22>3.0.co;2-3
events_312.json,10.1002/1097-0258(20000715)19:13<1783::aid-sim497>3.0.co;2-b
events_313.json,10.1002/1097-0258(20000915/30)19:17/18<2521::aid-sim585>3.0.co;2-k
events_314.json,10.1002/1097-0258(20001130)19:22<3109::aid-sim558>3.0.co;2-f
events_315.json,10.1002/1097-0282(2000)56:2<55::aid-bip1052>3.0.co;2-m
events_316.json,10.1002/1097-0320(20010901)45:1<37::aid-cyto1142>3.0.co;2-e
events_317.json,10.1002/1097-4547(20001015)62:2<169::aid-jnr2>3.0.co;2-b
events_318.json,10.1002/1097-4687(200007)245:1<29::aid-jmor3>3.0.co;2-b
events_319.json,10.1002/1097-4695(20000615)43:4<404::aid-neu8>3.0.co;2-d
events_320.json,10.1002/1098-2272(200007)19:1<64::aid-gepi5>3.0.co;2-e
events_321.json,10.1002/1098-2345(200011)52:3<149::aid-ajp4>3.0.co;2-b
events_322.json,10.1002/1098-2345(200102)53:2<93::aid-ajp5>3.0.co;2-x
events_323.json,10.1002/1098-2353(200103)14:2<102::aid-ca1018>3.0.co;2-4
events_324.json,10.1002/1098-237x(200011)84:6<757::aid-sce5>3.0.co;2-f
events_325.json,10.1002/1098-2418(200103)18:2<116::aid-rsa1001>3.0.co;2-2
events_326.json,10.1002/1099-0992(200011/12)30:6<813::aid-ejsp17>3.0.co;2-m
events_327.json,10.1002/1099-1050(200012)9:8<659::aid-hec578>3.0.co;2-0
events_328.json,10.1002/1099-1077(200010)15:7<551::aid-hup236>3.0.co;2-p
events_329.json,10.1002/1099-1085(200007)14:10<1851::aid-hyp67>3.0.co;2-w
events_330.json,10.1002/1099-128x(200009/12)14:5/6<599::aid-cem619>3.0.co;2-8
events_331.json,10.1002/1099-1409(200012)4:8<699::aid-jpp284>3.0.co;2-m
events_332.json,10.1002/1439-7633(20011105)2:11<809::aid-cbic809>3.0.co;2-c
events_333.json,10.1002/1439-7641(20020315)3:3<243::aid-cphc243>3.0.co;2-y
events_334.json,10.1002/1520-6378(2001)26:1+<::aid-col62>3.0.co;2-h
events_335.json,10.1002/1520-6688(200022)19:3<383::aid-pam2>3.0.co;2-h
events_336.json,10.1002/1520-6688(200124)20:1<111::aid-pam1006>3.0.co;2-#
events_337.json,10.1002/1520-6688(200124)20:1<43::aid-pam1003>3.0.co;2-4
events_338.json,10.1002/1521-1878(200012)22:12<1123::aid-bies10>3.0.co;2-c
events_339.json,10.1002/1521-3773(20001215)39:24<4463::aid-anie4463>3.0.co;2-8
events_340.json,10.1002/1521-3773(20011105)40:21<4082::aid-anie4082>3.0.co;2-t
events_341.json,10.1002/1521-3773(20020315)41:6<898::aid-anie898>3.0.co;2-e
events_342.json,10.1002/1521-3803(20010601)45:3<150::aid-food150>3.0.co;2-9
events_343.json,10.1002/1521-3870(200010)46:4<517::aid-malq517>3.0.co;2-a
events_344.json,10.1002/1521-4028(200107)41:3/4<185::aid-jobm185>3.0.co;2-t
events_345.json,10.1002/1521-4109(200105)13:8/9<661::aid-elan661>3.0.co;2-n
events_346.json,10.1002/1522-2632(200107)86:4/5<383::aid-iroh383>3.0.co;2-d
events_347.json,10.1002/1522-2675(20000809)83:8<1673::aid-hlca1673>3.0.co;2-i
events_348.json,10.1002/1522-2683(20017)22:11<2312::aid-elps2312>3.0.co;2-e
events_349.json,10.1002/1522-7189(199911/12)7:6<321::aid-nt90>3.0.co;2-u
events_350.json,10.1002/1529-0131(199805)41:5<949::aid-art36>3.0.co;2-3
events_351.json,10.1002/1529-0131(199809)41:9<1552::aid-art5>3.0.co;2-w
events_352.json,10.1002/1529-0131(199912)42:12<2507::aid-anr2>3.0.co;2-#
events_353.json,10.1002/1529-0131(199912)42:12<2646::aid-anr21>3.0.co;2-t
events_354.json,10.1002/1529-0131(199912)42:12<2734::aid-anr40>3.0.co;2-y
events_355.json,10.1002/1529-0131(200003)43:3<708::aid-anr30>3.0.co;2-0
events_356.json,10.1002/1529-0131(200104)44:4<912::aid-anr148>3.0.co;2-5
events_357.json,10.1002/1529-0131(200106)44:6<1237::aid-art214>3.0.co;2-f
events_358.json,10.1002/1529-0131(200201)46:1<83::aid-art10042>3.0.co;2-d
events_359.json,10.1002/1615-9861(200206)2:6<747::aid-prot747>3.0.co;2-v
events_360.json,10.1002/acp.766
events_361.json,10.1002/aic.690460202
events_362.json,10.1002/ajhb.10038
events_363.json,10.1002/ajhb.1081
events_364.json,10.1002/ajmg.1387
events_365.json,10.1002/ajp.10034
events_366.json,10.1002/ajp.1062
events_367.json,10.1002/ajpa.10021
events_368.json,10.1002/ajpa.1085
events_369.json,10.1002/ajpa.20001
events_370.json,10.1002/ana.10274
events_371.json,10.1002/app.10096
events_372.json,10.1002/aqc.503
events_373.json,10.1002/ar.1046
events_374.json,10.1002/aris.1440360104
events_375.json,10.1002/art.10228
events_376.json,10.1002/art.10290
events_377.json,10.1002/art.10370
events_378.json,10.1002/asi.10016
events_379.json,10.1002/atr.5670320108
events_380.json,10.1002/atr.5670340203
events_381.json,10.1002/bies.1091
events_382.json,10.1002/bies.1105
events_383.json,10.1002/bin.89
events_384.json,10.1002/bit.10233
events_385.json,10.1002/bit.1179
events_386.json,10.1002/bsl.470
events_387.json,10.1002/bsl.474
events_388.json,10.1002/ca.1069
events_389.json,10.1002/chir.5
events_390.json,10.1002/clc.4960221205
events_391.json,10.1002/cncr.10427
events_392.json,10.1002/cne.1078
events_393.json,10.1002/da.1045
events_394.json,10.1002/dc.10043
events_395.json,10.1002/eat.10005
events_396.json,10.1002/ejsp.56
events_397.json,10.1002/erv.372
events_398.json,10.1002/erv.406
events_399.json,10.1002/esp.190
events_400.json,10.1002/etc.5620180322
events_401.json,10.1002/etc.5620181236
events_402.json,10.1002/ffj.993
events_403.json,10.1002/gepi.1038
events_404.json,10.1002/gj.889
events_405.json,10.1002/gps.595
events_406.json,10.1002/hbm.1058
events_407.json,10.1002/hec.576
events_408.json,10.1002/hec.617
events_409.json,10.1002/hec.644
events_410.json,10.1002/hec.678
events_411.json,10.1002/hec.694
events_412.json,10.1002/hep.510270224
events_413.json,10.1002/hep.510280124
events_414.json,10.1002/hep.510280401
events_415.json,10.1002/hep.510310332
events_416.json,10.1002/hrm.1020
events_417.json,10.1002/hup.390
events_418.json,10.1002/hyp.1030
events_419.json,10.1002/hyp.245
events_420.json,10.1002/ijc.10332
events_421.json,10.1002/ijc.1195
events_422.json,10.1002/j.1550-8528.1998.tb00335.x
events_423.json,10.1002/j.1556-6676.1999.tb02423.x
events_424.json,10.1002/j.1556-6676.1999.tb02431.x
events_425.json,10.1002/j.2050-0416.2001.tb00099.x
events_426.json,10.1002/j.2162-6057.1999.tb01407.x
events_427.json,10.1002/j.2167-4086.1999.tb00540.x
events_428.json,10.1002/j.2326-1951.2000.tb03503.x
events_429.json,10.1002/jat.721
events_430.json,10.1002/jat.860
events_431.json,10.1002/jcb.1171
events_432.json,10.1002/jclp.10027
events_433.json,10.1002/jclp.1129
events_434.json,10.1002/jclp.1151
events_435.json,10.1002/jcop.1052
events_436.json,10.1002/jemt.10003
events_437.json,10.1002/jemt.1160
events_438.json,10.1002/jmor.10018
events_439.json,10.1002/jmv.2045
events_440.json,10.1002/job.161
events_441.json,10.1002/joc.732
events_442.json,10.1002/jor.1100160515
events_443.json,10.1002/jor.1100170612
events_444.json,10.1002/jos.122
events_445.json,10.1002/jps.10094
events_446.json,10.1002/jrs.783
events_447.json,10.1002/jsfa.1033
events_448.json,10.1002/ldr.438
events_449.json,10.1002/mar.10015
events_450.json,10.1002/mar.1047
events_451.json,10.1002/mc.10037
events_452.json,10.1002/mds.10174
events_453.json,10.1002/mds.1185
events_454.json,10.1002/mpo.1134
events_455.json,10.1002/mpo.1184
events_456.json,10.1002/mrm.10171
events_457.json,10.1002/mrm.1204
events_458.json,10.1002/mus.1084
events_459.json,10.1002/net.3
events_460.json,10.1002/pam.10059
events_461.json,10.1002/path.1108
events_462.json,10.1002/pds.553
events_463.json,10.1002/pon.494
events_464.json,10.1002/ppp.376
events_465.json,10.1002/ppp.378
events_466.json,10.1002/ptr.1006
events_467.json,10.1002/ptr.855
events_468.json,10.1002/rrr.656
events_469.json,10.1002/sce.1015
events_470.json,10.1002/sdr.209
events_471.json,10.1002/sdr.221
events_472.json,10.1002/sdr.242
events_473.json,10.1002/sim.1096
events_474.json,10.1002/sim.743
events_475.json,10.1002/sim.861
events_476.json,10.1002/smj.235
events_477.json,10.1002/syn.1084
events_478.json,10.1002/tea.1045
events_479.json,10.1006/aama.2001.0759
events_480.json,10.1006/abio.1999.4139
events_481.json,10.1006/abio.2000.4726
events_482.json,10.1006/anbe.1997.0557
events_483.json,10.1006/anbe.1997.0620
events_484.json,10.1006/anbe.1998.0782
events_485.json,10.1006/anbe.1998.0802
events_486.json,10.1006/anbe.1998.0825
events_487.json,10.1006/anbe.1998.0829
events_488.json,10.1006/anbe.1998.0893
events_489.json,10.1006/anbe.1998.0903
events_490.json,10.1006/anbe.1999.1076
events_491.json,10.1006/anbe.1999.1150
events_492.json,10.1006/anbe.1999.1181
events_493.json,10.1006/anbe.1999.1310
events_494.json,10.1006/anbe.1999.1368
events_495.json,10.1006/anbe.2000.1433
events_496.json,10.1006/anbe.2000.1451
events_497.json,10.1006/anbe.2000.1454
events_498.json,10.1006/anbe.2000.1485
events_499.json,10.1006/anbe.2000.1545
events_500.json,10.1006/anbe.2000.1564
events_501.json,10.1006/anbe.2000.1661
events_502.json,10.1006/anbe.2001.1745
events_503.json,10.1006/anbo.1999.0876
events_504.json,10.1006/aphy.1997.5776
events_505.json,10.1006/aphy.1998.5821
events_506.json,10.1006/aphy.1998.5855
events_507.json,10.1006/appe.1997.0096
events_508.json,10.1006/appe.1998.0192
events_509.json,10.1006/appe.1998.0204
events_510.json,10.1006/appe.1999.0237
events_511.json,10.1006/appe.2000.0374
events_512.json,10.1006/appe.2001.0445
events_513.json,10.1006/bbrc.2001.5633
events_514.json,10.1006/bbrc.2001.6164
events_515.json,10.1006/brcg.2001.1329
events_516.json,10.1006/brln.1999.2236
events_517.json,10.1006/brln.2001.2493
events_518.json,10.1006/bulm.1998.0042
events_519.json,10.1006/bulm.1999.0137
events_520.json,10.1006/bulm.1999.0163
events_521.json,10.1006/cbir.1998.0238
events_522.json,10.1006/cbir.1999.0425
events_523.json,10.1006/ccog.1999.0411
events_524.json,10.1006/ccog.2000.0447
events_525.json,10.1006/ccog.2000.0448
events_526.json,10.1006/ccog.2001.0523
events_527.json,10.1006/ccog.2001.0535
events_528.json,10.1006/ceps.1998.0987
events_529.json,10.1006/ceps.2001.1084
events_530.json,10.1006/clim.2000.4904
events_531.json,10.1006/clim.2001.5073
events_532.json,10.1006/cogp.1999.0734
events_533.json,10.1006/dbio.1999.9249
events_534.json,10.1006/dbio.1999.9417
events_535.json,10.1006/dbio.1999.9534
events_536.json,10.1006/enfo.2001.0065
